,political_review,date,cleaned_text,cleaned_text1,cleaned_text2,LabelFromVADER,TopicNumber,TopicName,label
5369,Egypt's assistant FM meets representatives of civil society organisations,2020-02-19,egypt is assistant fm meets representatives of civil society organisations,assistant meet representative civil society organisation,"['assistant', 'meet', 'representative', 'civil_society', 'organisation']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5370,Egypt's PM appoints Ahmed El-Sobky as head of General Healthcare Authority,2020-02-19,egypt is pm appoints ahmed el sobky as head of general healthcare authority,head,['head'],neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5371,Egypt releases mobile app for expats ,2020-02-19,egypt releases mobile app for expats ,expat,['expat'],neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5372,Egypt ready to transfer expertise in road quality to African countries ,2020-02-19,egypt ready to transfer expertise in road quality to african countries ,ready transfer expertise road quality african country,"['ready', 'transfer', 'expertise', 'road', 'quality', 'african', 'country']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5373,"Egypt, Belarus presidents discuss agriculture, technology and security cooperation",2020-02-19,egypt belarus presidents discuss agriculture technology and security cooperation,president discuss agriculture technology security cooperation,"['president', 'discuss', 'agriculture', 'technology', 'security', 'cooperation']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5374,Egypt court orders release of activist Alaa Abdel-Fattah,2020-02-19,egypt court orders release of activist alaa abdel fattah,order release activist,"['order', 'release', 'activist']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5375,Egypt removes 470 tonnes of pesticides that had been hoarded in Giza for 30 years,2020-02-19,egypt removes 470 tonnes of pesticides that had been hoarded in giza for 30 years,remove tonne pesticide hoard giza year,"['remove', 'tonne', 'pesticide', 'hoard', 'giza', 'year']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5376,Egypt's only announced coronavirus case tests negative for the disease,2020-02-19,egypt is only announced coronavirus case tests negative for the disease,only announce case test negative disease,"['only', 'announce', 'case', 'test', 'negative', 'disease']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5377,EgyptAir receives second Airbus A320neo,2020-02-19,egyptair receives second airbus a320neo,receive,['receive'],neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5378,"Retrieving looted state lands reflects state prestige, says Egypt's Sisi",2020-02-18,retrieving looted state lands reflects state prestige says egypt is sisi,retrieve loot state land reflect state say sisi,"['retrieve', 'loot', 'state', 'land', 'reflect', 'state', 'say', 'sisi']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5379,Work almost complete to turn Cairo's Tahrir Square into open-air museum,2020-02-18,work almost complete to turn cairo is tahrir square into open air museum,work almost complete turn open air museum,"['work', 'almost', 'complete', 'turn', 'open', 'air', 'museum']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5380,Egypt's Sisi signs law restructuring Grand Egyptian Museum governance ,2020-02-18,egypt is sisi signs law restructuring grand egyptian museum governance ,sisi sign law restructure governance,"['sisi', 'sign', 'law', 'restructure', 'governance']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5381,"Egyptian, French air forces conduct drills",2020-02-18,egyptian french air forces conduct drills,egyptian french air force conduct drill,"['egyptian', 'french', 'air', 'force', 'conduct', 'drill']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5382,Pompeo says Ethiopia-Egypt dam dispute could take months to resolve,2020-02-18,pompeo says ethiopia egypt dam dispute could take months to resolve,say could take month resolve,"['say', 'could', 'take', 'month', 'resolve']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5383,Sudan not conceding surplus water share to Egypt: Gov’t spokesman,2020-02-18,sudan not conceding surplus water share to egypt gov t spokesman,concede surplus water share spokesman,"['concede', 'surplus', 'water', 'share', 'spokesman']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5384,Egyptian business tycoon Mohamed Abul-Enein wins Giza by-election,2020-02-18,egyptian business tycoon mohamed abul enein wins giza by election,egyptian tycoon win giza election,"['egyptian', 'tycoon', 'win', 'giza', 'election']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
5385,Egypt is a prime example of religious and cultural pluralism: Italian ambassador,2020-02-18,egypt is a prime example of religious and cultural pluralism italian ambassador,prime example religious cultural pluralism italian,"['prime', 'example', 'religious', 'cultural', 'pluralism', 'italian']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5386,"Egypt's only coronavirus patient shows no symptoms, is in ‘excellent health’: Health minister",2020-02-18,egypt is only coronavirus patient shows no symptoms is in excellent health health minister,only patient show symptom excellent health health minister,"['only', 'patient', 'show', 'symptom', 'excellent', 'health', 'health', 'minister']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
5387,Egypt's minister of tourism and antiquities discusses cooperation with UK ambassador,2020-02-17,egypt is minister of tourism and antiquities discusses cooperation with uk ambassador,antiquity discuss cooperation,"['antiquity', 'discuss', 'cooperation']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5388,Egypt's Sisi attends inauguration of new military factory,2020-02-17,egypt is sisi attends inauguration of new military factory,sisi attend inauguration new military factory,"['sisi', 'attend', 'inauguration', 'new', 'military', 'factory']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5389,Egypt promotes its travel destinations in meeting with US Tour Operators Association,2020-02-17,egypt promotes its travel destinations in meeting with us tour operators association,promote travel destination meet tour,"['promote', 'travel', 'destination', 'meet', 'tour']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5390,"Egypt, France conduct naval drill in Mediterranean Sea",2020-02-17,egypt france conduct naval drill in mediterranean sea,naval drill,"['naval', 'drill']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5391,Drilling of seven wells at Egypt's WDDM Phase 9B to add 236 bcf/d in gas reserves,2020-02-17,drilling of seven wells at egypt is wddm phase 9b to add 236 bcf d in gas reserves,drilling well wddm phase 9b add bcf d gas reserve,"['drilling', 'well', 'wddm', 'phase', 'add', 'bcf', 'gas', 'reserve']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5392,Egypt MPs denounce European Parliament's 'flawed statement' on detained activist Patrick Zaki,2020-02-17,egypt mps denounce european parliament is flawed statement on detained activist patrick zaki,flawed statement detain activist,"['flawed', 'statement', 'detain', 'activist']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5393,Egypt ends 14-day quarantine for Egyptians returning from China's Wuhan; no coronavirus cases detected,2020-02-17,egypt ends 14 day quarantine for egyptians returning from china is wuhan no coronavirus cases detected,end day quarantine return case detect,"['end', 'day', 'quarantine', 'return', 'case', 'detect']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5394,Egypt's Sharm El Sheikh receives 2 TUI charter flights for first time since 2015 hiatus,2020-02-17,egypt is sharm el sheikh receives 2 tui charter flights for first time since 2015 hiatus,receive charter flight first time,"['receive', 'charter', 'flight', 'first', 'time']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5395,Egypt’s Embassy in China continues to provide consular services despite coronavirus outbreak: Ministry,2020-02-17,egypt s embassy in china continues to provide consular services despite coronavirus outbreak ministry,continue provide consular service,"['continue', 'provide', 'consular', 'service']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5396,Sisi attends funeral of former commander of Egypt's air forces,2020-02-16,sisi attends funeral of former commander of egypt is air forces,sisi attend funeral former commander air force,"['sisi', 'attend', 'funeral', 'former', 'commander', 'air', 'force']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5397,Egyptian and Senegalese defence ministers discuss boosting military cooperation,2020-02-16,egyptian and senegalese defence ministers discuss boosting military cooperation,egyptian senegalese defence minister discuss boost military cooperation,"['egyptian', 'senegalese', 'defence', 'minister', 'discuss', 'boost', 'military', 'cooperation']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5398,Journalists Syndicate reveals shortlist for Egyptian Press Awards 2020,2020-02-16,journalists syndicate reveals shortlist for egyptian press awards 2020,journalist syndicate reveal shortlist egyptian award,"['journalist_syndicate', 'reveal', 'shortlist', 'egyptian', 'award']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
5399,Egypt warns against TikTok's viral Skullbreaker Challenge,2020-02-16,egypt warns against tiktok is viral skullbreaker challenge,warn viral skullbreaker challenge,"['warn', 'viral', 'skullbreaker', 'challenge']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5400,Egypt's FM underlines necessity of restoring legitimacy to Libya's institutions,2020-02-16,egypt is fm underlines necessity of restoring legitimacy to libya is institutions,necessity restore legitimacy institution,"['necessity', 'restore', 'legitimacy', 'institution']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5401,Researcher Patrick Zaki to remain in custody over broadcasting false news: Egypt's general prosecution,2020-02-16,researcher patrick zaki to remain in custody over broadcasting false news egypt is general prosecution,researcher remain custody broadcast false news general prosecution,"['researcher', 'remain', 'custody', 'broadcast', 'false_news', 'general', 'prosecution']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5402,AUC President Ricciardone: We are deeply rooted in Egypt and committed for the coming 100 ‎years,2020-02-16,auc president ricciardone we are deeply rooted in egypt and committed for the coming 100 years,auc deeply rooted commit come year,"['auc', 'deeply', 'rooted', 'commit', 'come', 'year']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5403,"Egypt, UNICEF probe joint action plan",2020-02-16,egypt unicef probe joint action plan,joint action plan,"['joint', 'action', 'plan']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5404,EgyptAir receives its first Airbus A320Neo ,2020-02-15,egyptair receives its first airbus a320neo ,receive first,"['receive', 'first']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5405,Cairo's Citystars Mall denies the detection of a coronavirus case,2020-02-15,cairo is citystars mall denies the detection of a coronavirus case,mall deny detection case,"['mall', 'deny', 'detection', 'case']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5406,Egypt's unemployment increased by 0.2 percent in Q4 2019: CAPMAS,2020-02-15,egypt is unemployment increased by 0 2 percent in q4 2019 capmas,unemployment increase percent capma,"['unemployment', 'increase', 'percent', 'capma']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5407,Egypt's FM Shoukry presents vision on challenges in North East Africa at Munich Security Council meeting,2020-02-15,egypt is fm shoukry presents vision on challenges in north east africa at munich security council meeting,present vision challenge meeting,"['present', 'vision', 'challenge', 'meeting']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5408,Egypt court sentences brother of Mubarak-era minister to 30 years in prison for smuggling artefacts to Europe,2020-02-15,egypt court sentences brother of mubarak era minister to 30 years in prison for smuggling artefacts to europe,sentence brother minister year prison smuggling artefact,"['sentence', 'brother', 'minister', 'year', 'prison', 'smuggling', 'artefact']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5409,"AUC turns 100, marking the event with Centennial Celebration Week",2020-02-15,auc turns 100 marking the event with centennial celebration week,auc turn mark event centennial celebration week,"['auc', 'turn', 'mark', 'event', 'centennial', 'celebration', 'week']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5410,"Egypt's FM expects final, fair deal on Ethiopian dam to serve Cairo's interests",2020-02-15,egypt is fm expects final fair deal on ethiopian dam to serve cairo is interests,expect final fair deal ethiopian dam serve interest,"['expect', 'final', 'fair', 'deal', 'ethiopian_dam', 'serve', 'interest']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
5411,Egypt's FM Shoukry heads to Germany to participate in Munich Security Conference,2020-02-15,egypt is fm shoukry heads to germany to participate in munich security conference,head participate,"['head', 'participate']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5412,First case of coronavirus confirmed in Egypt: Health ministry,2020-02-14,first case of coronavirus confirmed in egypt health ministry,first case confirm,"['first', 'case', 'confirm']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5413,Egypt’s sophisticated market and booming population offer opportunities for Ireland’s dairy producers,2020-02-14,egypt s sophisticated market and booming population offer opportunities for ireland s dairy producers,sophisticated market boom population offer opportunity dairy producer,"['sophisticated', 'market', 'boom', 'population', 'offer', 'opportunity', 'dairy', 'producer']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
5414,Final agreement on Grand Ethiopian Renaissance Dam to be signed by end of Feb: Joint statement ,2020-02-14,final agreement on grand ethiopian renaissance dam to be signed by end of feb joint statement ,final agreement ethiopian dam sign end statement,"['final', 'agreement', 'ethiopian_dam', 'sign', 'end', 'statement']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5415,Egypt's PM affirms Sisi's interest in qualifying youth cadres,2020-02-13,egypt is pm affirms sisi is interest in qualifying youth cadres,sisi interest qualify youth cadre,"['sisi', 'interest', 'qualify', 'youth', 'cadre']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5416,Second day of talks on Ethiopian dam kicks off in Washington ,2020-02-13,second day of talks on ethiopian dam kicks off in washington ,second day talk ethiopian dam kick,"['second', 'day', 'talk', 'ethiopian_dam', 'kick']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5417,"Telecom Egypt affirms entitlement to preemption right, says has right to accept mandatory purchase offer",2020-02-13,telecom egypt affirms entitlement to preemption right says has right to accept mandatory purchase offer,affirm entitlement preemption right say right accept mandatory purchase offer,"['affirm', 'entitlement', 'preemption', 'right', 'say', 'right', 'accept', 'mandatory', 'purchase', 'offer']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5418,Egypt to set up €210 million facility to turn rice straw into wood: Oil ministry ,2020-02-13,egypt to set up 210 million facility to turn rice straw into wood oil ministry ,set facility turn rice straw wood oil ministry,"['set', 'facility', 'turn', 'rice', 'straw', 'wood', 'oil', 'ministry']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5419,75% of Egyptian students sit in overcrowded classrooms: AUC policy paper,2020-02-12,75 of egyptian students sit in overcrowded classrooms auc policy paper,egyptian student sit overcrowded classroom auc policy paper,"['egyptian', 'student', 'sit', 'overcrowded', 'classroom', 'auc', 'policy', 'paper']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5420,Egypt condemns terror attack on Algerian military barracks,2020-02-12,egypt condemns terror attack on algerian military barracks,condemn terror attack algerian military barrack,"['condemn', 'terror', 'attack', 'algerian', 'military', 'barrack']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5421,"Egypt signs $35 million oil, gas exploration deal with Neptune Energy",2020-02-12,egypt signs 35 million oil gas exploration deal with neptune energy,sign oil gas exploration deal,"['sign', 'oil', 'gas', 'exploration', 'deal']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5422,American University in Cairo to hold centennial celebrations next week,2020-02-12,american university in cairo to hold centennial celebrations next week,hold centennial celebration week,"['hold', 'centennial', 'celebration', 'week']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5423,"Egypt's FM, US national security adviser agree to boost Mideast cooperation",2020-02-12,egypt is fm us national security adviser agree to boost mideast cooperation,adviser agree boost cooperation,"['adviser', 'agree', 'boost', 'cooperation']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
5424,Doctors in Egypt launch anti-genital cutting campaign after girl dies,2020-02-12,doctors in egypt launch anti genital cutting campaign after girl dies,doctor genital cut campaign girl die,"['doctor', 'genital', 'cut', 'campaign', 'girl', 'die']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5425,Azbakeya book market: A look at Cairo's other book fair,2020-02-11,azbakeya book market a look at cairo is other book fair,book market look other book fair,"['book', 'market', 'look', 'other', 'book', 'fair']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5426,Direct flights between Luxor and Sharm El-Sheikh to start on 20 Feb: EgyptAir ,2020-02-11,direct flights between luxor and sharm el sheikh to start on 20 feb egyptair ,direct flight start feb egyptair,"['direct', 'flight', 'start', 'feb', 'egyptair']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5427,"Egypt govt has legalised 1,500 unlicensed churches since 2017: Cabinet",2020-02-11,egypt govt has legalised 1 500 unlicensed churches since 2017 cabinet,legalise unlicensed church cabinet,"['legalise', 'unlicensed_church', 'cabinet']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5428,Seventeen militants killed in shootout in North Sinai: Ministry,2020-02-11,seventeen militants killed in shootout in north sinai ministry,militant kill,"['militant', 'kill']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5429,Egypt to set up its first oil and gas exploration website to help foreign investors ,2020-02-11,egypt to set up its first oil and gas exploration website to help foreign investors ,set first oil gas exploration website help foreign investor,"['set', 'first', 'oil', 'gas', 'exploration', 'website', 'help', 'foreign', 'investor']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
5430,Egypt's parliament speaker discusses 'legislative achievements' with French delegation,2020-02-11,egypt is parliament speaker discusses legislative achievements with french delegation,parliament speaker discuss legislative achievement french delegation,"['parliament', 'speaker', 'discuss', 'legislative', 'achievement', 'french', 'delegation']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5431,Egyptian NGO launches beautification initiative with tree-planting event in Maadi ,2020-02-11,egyptian ngo launches beautification initiative with tree planting event in maadi ,launch beautification initiative tree planting event maadi,"['launch', 'beautification', 'initiative', 'tree', 'planting', 'event', 'maadi']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5432,Cairo's green lung razed for roads to new desert capital,2020-02-11,cairo is green lung razed for roads to new desert capital,green lung raze road desert capital,"['green', 'lung', 'raze', 'road', 'desert', 'capital']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5433,"Egypt's PM reviews plan to relocate 52,000 employees to New Administrative Capital",2020-02-11,egypt is pm reviews plan to relocate 52 000 employees to new administrative capital,review plan relocate employee new administrative capital,"['review', 'plan', 'relocate', 'employee', 'new', 'administrative_capital']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5434,Hot-air balloon trips temporarily suspended in Egypt's Luxor due to bad weather,2020-02-11,hot air balloon trips temporarily suspended in egypt is luxor due to bad weather,hot air balloon trip temporarily suspend bad weather,"['hot_air_balloon', 'trip', 'temporarily', 'suspend', 'bad_weather']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5435,Egypt's business tycoon mobilises for short-lived parliament seat ,2020-02-11,egypt is business tycoon mobilises for short lived parliament seat ,business tycoon mobilise short live parliament seat,"['business_tycoon', 'mobilise', 'short', 'live', 'parliament', 'seat']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5436,Egypt's population officially hits the 100 million milestone,2020-02-11,egypt is population officially hits the 100 million milestone,population officially hit milestone,"['population', 'officially', 'hit', 'milestone']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5437,Egypt's FM Shoukry heads to Washington for final efforts to settle GERD issue,2020-02-11,egypt is fm shoukry heads to washington for final efforts to settle gerd issue,head final effort settle gerd issue,"['head', 'final', 'effort', 'settle', 'gerd', 'issue']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5438,"Egypt still on high alert over coronavirus, no cases detected nationwide: Health ministry",2020-02-10,egypt still on high alert over coronavirus no cases detected nationwide health ministry,still high alert case detect,"['still', 'high', 'alert', 'case', 'detect']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5439,Egypt's parliament discards 'television channels and social media accounts' from terrorist entities law,2020-02-10,egypt is parliament discards notelevision channels and social media accounts from terrorist entities law,parliament discards notelevision channel social medium account terrorist entity law,"['parliament', 'discards', 'notelevision', 'channel', 'social_medium', 'account', 'terrorist', 'entity', 'law']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5440,Egypt signs gas exploration deal in Nile Delta worth $43 million with Germany's Wintershall DEA ,2020-02-10,egypt signs gas exploration deal in nile delta worth 43 million with germany is wintershall dea ,deal,['deal'],neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5441,"At least 7 killed, 9 injured in deadly truck-microbus collision in Upper Egypt's Minya",2020-02-10,at least 7 killed 9 injured in deadly truck microbus collision in upper egypt is minya,at least kill injure deadly truck collision upper,"['at_least', 'kill', 'injure', 'deadly', 'truck', 'collision', 'upper']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5442,"Egypt, Sweden hold political consultations; eye further cooperation",2020-02-10,egypt sweden hold political consultations eye further cooperation,hold political consultation eye further cooperation,"['hold', 'political', 'consultation', 'eye', 'further', 'cooperation']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5443,"Egypt’s military foils checkpoint attack, kills 10 terrorists in North Sinai",2020-02-09,egypt s military foils checkpoint attack kills 10 terrorists in north sinai,military foil attack kill terrorist,"['military', 'foil', 'attack', 'kill', 'terrorist']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5444,Egypt to host meeting of G5 Sahel military leaders this week: Army,2020-02-09,egypt to host meeting of g5 sahel military leaders this week army,host meeting military leader week army,"['host', 'meeting', 'military', 'leader', 'week', 'army']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5445,Egyptian parliament approves new amendments toughening anti-terror law,2020-02-09,egyptian parliament approves new amendments toughening anti terror law,egyptian approve new amendment toughen anti terror law,"['egyptian', 'approve', 'new', 'amendment', 'toughen', 'anti', 'terror', 'law']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5446,First direct Luxor-Sharm El-Sheikh flights to be launched this week: Minister ,2020-02-09,first direct luxor sharm el sheikh flights to be launched this week minister ,first flight launch week minister,"['first', 'flight', 'launch', 'week', 'minister']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5447,Egypt looks to host summit to discuss African anti-terrorism force: Sisi tells AU ,2020-02-09,egypt looks to host summit to discuss african anti terrorism force sisi tells au ,look host summit discuss african sisi tell,"['look', 'host', 'summit', 'discuss', 'african', 'sisi', 'tell']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5448,Egyptian researcher arrested at Cairo airport 'is not Italian': Source ,2020-02-09,egyptian researcher arrested at cairo airport is not italian source ,egyptian researcher arrest italian source,"['egyptian', 'researcher', 'arrest', 'italian', 'source']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5449,"Egypt's Sisi meets with UN secretary general in Addis Ababa, chairs AU summit closed session ",2020-02-09,egypt is sisi meets with un secretary general in addis ababa chairs au summit closed session ,sisi meet chair summit close session,"['sisi', 'meet', 'chair', 'summit', 'close', 'session']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
5450,Parl't speaker reaffirms Egypt’s support for ME just peace,2020-02-08,parl not speaker reaffirms egypt s support for me just peace,parl reaffirm support just peace,"['parl', 'reaffirm', 'support', 'just', 'peace']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
5451,Egypt's Sisi says African Peer-Review Mechanism independent of interference,2020-02-08,egypt is sisi says african peer review mechanism independent of interference,sisi say african mechanism independent interference,"['sisi', 'say', 'african', 'mechanism', 'independent', 'interference']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5452,Egypt's parliament to discuss tougher penalties against terrorist entities on Sunday,2020-02-08,egypt is parliament to discuss tougher penalties against terrorist entities on sunday,parliament discuss tough penalty terrorist entity,"['parliament', 'discuss', 'tough', 'penalty', 'terrorist', 'entity']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5453,"Egypt conducts census of its citizens in China's coronavirus heavily-hit Zhejiang, not for evacuation purposes",2020-02-08,egypt conducts census of its citizens in china is coronavirus heavily hit zhejiang not for evacuation purposes,conduct census citizen heavily hit evacuation purpose,"['conduct', 'census', 'citizen', 'heavily', 'hit', 'evacuation', 'purpose']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5454,Egypt announces preventive measures in schools as coronavirus fears mount ,2020-02-08,egypt announces preventive measures in schools as coronavirus fears mount ,announce preventive measure school,"['announce', 'preventive_measure', 'school']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
5455,Egypt follows capsized fishing boat case in Saudi Arabia,2020-02-08,egypt follows capsized fishing boat case in saudi arabia,follow capsize fish boat case,"['follow', 'capsize', 'fish', 'boat', 'case']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
5456,Egypt's Giza Zoo received half a million visitors during school break,2020-02-08,egypt is giza zoo received half a million visitors during school break,receive visitor school break,"['receive', 'visitor', 'school', 'break']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
